Visual Peripheral - Visual Peripheral,Visual Peripheral - Visual Central,Visual Peripheral - Somato-Motor A,Visual Peripheral - Somato-Motor B,Visual Peripheral - Dorsal Attention A,Visual Peripheral - Dorsal Attention B,Visual Peripheral - Ventral Attention,Visual Peripheral - Salience,Visual Peripheral - Limbic A,Visual Peripheral - Limbic B,Visual Peripheral - Control C,Visual Peripheral - Control A,Visual Peripheral - Control B,Visual Peripheral - Auditory,Visual Peripheral - Default Mode C,Visual Peripheral - Default Mode A,Visual Peripheral - Default Mode B,Visual Central - Visual Central,Visual Central - Somato-Motor A,Visual Central - Somato-Motor B,Visual Central - Dorsal Attention A,Visual Central - Dorsal Attention B,Visual Central - Ventral Attention,Visual Central - Salience,Visual Central - Limbic A,Visual Central - Limbic B,Visual Central - Control C,Visual Central - Control A,Visual Central - Control B,Visual Central - Auditory,Visual Central - Default Mode C,Visual Central - Default Mode A,Visual Central - Default Mode B,Somato-Motor A - Somato-Motor A,Somato-Motor A - Somato-Motor B,Somato-Motor A - Dorsal Attention A,Somato-Motor A - Dorsal Attention B,Somato-Motor A - Ventral Attention,Somato-Motor A - Salience,Somato-Motor A - Limbic A,Somato-Motor A - Limbic B,Somato-Motor A - Control C,Somato-Motor A - Control A,Somato-Motor A - Control B,Somato-Motor A - Auditory,Somato-Motor A - Default Mode C,Somato-Motor A - Default Mode A,Somato-Motor A - Default Mode B,Somato-Motor B - Somato-Motor B,Somato-Motor B - Dorsal Attention A,Somato-Motor B - Dorsal Attention B,Somato-Motor B - Ventral Attention,Somato-Motor B - Salience,Somato-Motor B - Limbic A,Somato-Motor B - Limbic B,Somato-Motor B - Control C,Somato-Motor B - Control A,Somato-Motor B - Control B,Somato-Motor B - Auditory,Somato-Motor B - Default Mode C,Somato-Motor B - Default Mode A,Somato-Motor B - Default Mode B,Dorsal Attention A - Dorsal Attention A,Dorsal Attention A - Dorsal Attention B,Dorsal Attention A - Ventral Attention,Dorsal Attention A - Salience,Dorsal Attention A - Limbic A,Dorsal Attention A - Limbic B,Dorsal Attention A - Control C,Dorsal Attention A - Control A,Dorsal Attention A - Control B,Dorsal Attention A - Auditory,Dorsal Attention A - Default Mode C,Dorsal Attention A - Default Mode A,Dorsal Attention A - Default Mode B,Dorsal Attention B - Dorsal Attention B,Dorsal Attention B - Ventral Attention,Dorsal Attention B - Salience,Dorsal Attention B - Limbic A,Dorsal Attention B - Limbic B,Dorsal Attention B - Control C,Dorsal Attention B - Control A,Dorsal Attention B - Control B,Dorsal Attention B - Auditory,Dorsal Attention B - Default Mode C,Dorsal Attention B - Default Mode A,Dorsal Attention B - Default Mode B,Ventral Attention - Ventral Attention,Ventral Attention - Salience,Ventral Attention - Limbic A,Ventral Attention - Limbic B,Ventral Attention - Control C,Ventral Attention - Control A,Ventral Attention - Control B,Ventral Attention - Auditory,Ventral Attention - Default Mode C,Ventral Attention - Default Mode A,Ventral Attention - Default Mode B,Salience - Salience,Salience - Limbic A,Salience - Limbic B,Salience - Control C,Salience - Control A,Salience - Control B,Salience - Auditory,Salience - Default Mode C,Salience - Default Mode A,Salience - Default Mode B,Limbic A - Limbic A,Limbic A - Limbic B,Limbic A - Control C,Limbic A - Control A,Limbic A - Control B,Limbic A - Auditory,Limbic A - Default Mode C,Limbic A - Default Mode A,Limbic A - Default Mode B,Limbic B - Limbic B,Limbic B - Control C,Limbic B - Control A,Limbic B - Control B,Limbic B - Auditory,Limbic B - Default Mode C,Limbic B - Default Mode A,Limbic B - Default Mode B,Control C - Control C,Control C - Control A,Control C - Control B,Control C - Auditory,Control C - Default Mode C,Control C - Default Mode A,Control C - Default Mode B,Control A - Control A,Control A - Control B,Control A - Auditory,Control A - Default Mode C,Control A - Default Mode A,Control A - Default Mode B,Control B - Control B,Control B - Auditory,Control B - Default Mode C,Control B - Default Mode A,Control B - Default Mode B,Auditory - Auditory,Auditory - Default Mode C,Auditory - Default Mode A,Auditory - Default Mode B,Default Mode C - Default Mode C,Default Mode C - Default Mode A,Default Mode C - Default Mode B,Default Mode A - Default Mode A,Default Mode A - Default Mode B,Default Mode B - Default Mode B
0.48122157,0.41297227,0.10339153,0.05976281,0.53567377,0.06690595,0.04765241,-0.04653546,-0.16984012,-0.20646142,-0.32951623,-0.01700651,-0.34987124,0.13918057,-0.33911098,-0.41124224,-0.19256535,0.49531577,0.20565228,0.22318104,0.41734887,0.18910277,0.24752922,-0.05498393,0.02542526,-0.28368294,-0.19093744,0.08132022,-0.40890007,0.08096976,0.03297236,-0.44479121,-0.41712439,0.45478193,0.87517473,0.11504439,0.52841104,0.23602441,-0.41091717,0.09912119,-0.29758596,-0.56227159,-0.16628611,-0.52578159,0.58204436,-0.16587355,-0.29402163,-0.0289263,0.43099839,0.07002139,0.46701623,0.37491,-0.33799443,0.06464076,-0.25863776,-0.46956883,-0.11505607,-0.46830921,0.58336312,-0.14731694,-0.31684614,-0.1412401,0.45769948,0.64586388,0.22996792,-0.11505761,0.03316836,-0.38140737,-0.28244242,0.27815615,-0.42172563,0.05913706,-0.10839978,-0.51037168,-0.32969124,0.48424353,0.38085516,-0.27807946,0.10141936,-0.34746548,-0.42909819,0.09357393,-0.51523368,0.26941483,-0.08281548,-0.37899565,-0.20525658,0.34118806,0.5332839,-0.43395489,-0.64182299,0.03639681,0.47008416,-0.21880793,0.16035825,-0.42225682,-0.75906355,-0.6475817,0.32051065,-0.62718198,-0.38111734,0.42779801,0.47960674,0.30880933,-0.14830879,-0.41987835,-0.44790622,-0.33520468,0.15455285,0.47750027,-0.29554904,-0.43237643,-0.34953987,0.2571154,0.49440635,0.41688182,0.37984959,0.14861385,0.0523179,-0.55649479,0.21977595,-0.14147359,0.40773598,0.76746228,0.52552741,0.39753314,0.35756321,0.58697492,-0.54103705,0.2086571,0.1762236,-0.36146683,0.43922898,0.34762204,-0.21606322,-0.09926247,-0.51784999,-0.55940942,0.37011892,-0.49182872,0.03107135,0.32166766,0.08286912,0.38222212,-0.2109206,-0.2226324,0.25704949,0.39276919,0.60210609,-0.0265878,0.42079639,0.55871241,0.46976715
0.29895452,0.29959402,-0.00389163,-0.08259614,0.4779724,0.12846135,-0.07906957,-0.20076111,-0.00432612,-0.06336108,-0.17614082,-0.04766721,-0.27903775,0.03511476,-0.02078538,-0.20064569,-0.07211476,0.32576321,0.04835675,-0.15053763,0.37282617,-0.00107026,-0.1797659,-0.24980055,0.00712585,-0.17379802,-0.13674018,-0.26609307,-0.33243832,-0.34334049,0.20742089,-0.05523946,-0.1260683,0.14813884,0.52709697,0.31124312,0.49912143,0.40657316,0.02739772,-0.06486801,-0.291642,-0.22834463,-0.0889845,-0.35600078,0.0884276,-0.09950587,-0.39997554,-0.28050449,0.2578484,0.11319256,0.26223544,0.51853611,-0.00239483,0.02987005,-0.05725069,-0.26630379,-0.09624663,-0.32167245,0.41345137,0.05032889,-0.32254751,-0.35568993,0.30611997,0.69229569,0.29418293,0.01442212,-0.12124076,-0.05234269,-0.25219313,0.22809503,-0.5282466,0.07823382,0.36320676,-0.60305426,-0.54214046,0.24643842,0.65109784,0.13703968,-0.28638256,-0.08395866,-0.26201433,0.20491592,-0.49946731,0.13684398,0.28173793,-0.67609618,-0.5784247,0.21952623,0.43110346,-0.23143618,-0.05139693,-0.35302217,0.10836276,-0.49990944,0.21039141,0.06660626,-0.70318843,-0.54158001,0.17506882,-0.29319976,-0.27440341,0.09919474,0.24238102,0.07760567,0.03728546,-0.12588284,-0.35025139,-0.25760655,0.06923549,0.18653883,-0.10314563,-0.19678939,0.03854586,0.14758433,-0.00967953,0.27120561,0.40171599,0.08724666,-0.1775262,0.10165643,0.09282587,0.23366747,0.08549187,0.08086253,0.08971319,0.20547438,-0.13600019,0.34102086,-0.34673757,0.20954591,0.52879769,0.02091909,0.26644106,0.38603548,0.17227323,-0.02804327,-0.41295884,-0.26068575,0.30595737,-0.09101757,-0.34301584,0.44535785,0.39012523,0.17228113,-0.07829895,-0.20177658,0.04621736,0.1869097,0.03631199,-0.3356605,0.2616898,0.66781472,0.30469218
0.34846965,0.40228871,0.28314348,0.25573024,0.64180098,0.36881376,0.19130551,-0.18772368,0.0891228,-0.07540686,-0.27168644,-0.11855842,-0.33953425,-0.12324305,-0.25908813,-0.38904366,-0.2026445,0.33155878,0.12717188,0.17171357,0.33346369,0.11261803,0.39005344,0.10378728,-0.10207349,-0.03616031,-0.05613807,-0.162846,-0.37013774,0.15832755,0.10461784,-0.34241421,-0.19799245,0.33591968,0.70946781,0.11515326,0.33780807,0.16997262,-0.34162182,0.08389004,-0.08028952,-0.47978277,-0.31890832,-0.33591532,-0.03190199,-0.24033515,-0.35293141,-0.18093254,0.31647391,0.14306694,0.35116078,0.22960854,-0.37342981,-0.00544716,-0.18534557,-0.36595426,-0.22655021,-0.33967602,0.11737148,-0.23029895,-0.36489586,-0.2467862,0.36566219,0.69352071,0.28195888,-0.05570897,0.02074914,-0.11915177,-0.10072431,0.18857724,-0.33414565,-0.05710533,0.01763979,-0.47559166,-0.29615859,0.32644099,0.56113577,-0.12998754,0.06997798,-0.20161955,-0.14018167,0.12528858,-0.42146376,-0.01702555,-0.0892791,-0.55374933,-0.32353605,0.29135429,0.15297962,0.13156761,-0.15720321,-0.05436943,-0.15460276,-0.64928534,0.35391064,-0.07828388,-0.47948495,-0.18162612,0.23235204,-0.38468742,-0.39336029,0.48178996,0.3616988,0.27664063,0.10287184,-0.01404689,-0.22123508,-0.29267805,0.10465401,0.34022091,-0.35395183,-0.39617191,-0.40816376,0.11997535,0.01425224,0.2268955,0.41013451,0.08282631,-0.12745358,-0.31998103,-0.20292445,-0.04082882,0.2465228,0.523915,0.3192707,0.33732558,0.40543815,0.40675179,0.06463437,0.25508849,0.1543149,-0.35814272,0.4171746,0.60549688,-0.05729134,-0.03921729,-0.37810538,-0.40508438,0.48452252,-0.2129296,-0.15506749,0.05251544,-0.01865692,0.24582136,-0.0772393,-0.08630961,0.16800994,0.26657751,0.3918416,-0.17734353,0.28763268,0.37763442,0.3513289
0.31522177,0.29361684,-0.05704151,-0.12074608,0.53432065,0.04498763,0.14996371,-0.01575216,0.0580763,0.02160406,0.09353518,-0.25629957,-0.38719076,-0.09665855,0.13610455,-0.16392891,-0.24174331,0.36146234,0.23805848,0.33858141,0.3830951,0.30880614,0.39197491,-0.08328731,0.03850557,-0.13285409,0.12218129,-0.36995969,-0.41769912,-0.00547672,0.27214002,-0.21290207,-0.3533685,0.47106226,0.83794799,0.40388047,0.68121985,0.21848821,-0.5707614,0.27393409,-0.48296009,-0.63797265,-0.13173224,-0.23868639,0.30472476,0.13449889,-0.2775265,-0.0777502,0.40459382,0.26802993,0.60614015,0.4555769,-0.41498151,0.28230121,-0.31454308,-0.45272226,-0.27539758,-0.34068436,0.45477215,0.11375319,-0.27400061,-0.17856249,0.4109847,0.70002586,0.36121472,-0.29538596,0.43601621,-0.22750979,-0.14224048,-0.22983881,-0.58569905,0.13341624,0.5443749,-0.12825962,-0.07889551,0.36098576,0.55481878,-0.27745712,0.41945943,-0.43485512,-0.334809,-0.2091999,-0.53346491,0.33206705,0.40034432,-0.23812714,-0.14288575,0.25398443,0.22655274,0.35016261,-0.04075483,0.0492771,-0.52320178,-0.78382718,0.41310516,0.23493561,-0.2646291,-0.33209602,0.24989841,-0.22487641,0.25950978,0.36124717,0.08837143,0.0454564,-0.11366278,-0.37463571,-0.23331841,-0.30111269,0.10342331,0.01507781,-0.26825049,-0.31823024,-0.47069423,0.41500744,0.3837604,0.21786564,0.33739999,0.08113325,0.33268635,-0.09781633,0.04374353,-0.03324538,-0.03106216,0.21020956,0.05045843,0.32215775,-0.02179279,0.06360622,-0.31507688,0.231266,0.31477142,-0.20106706,0.39167244,0.74435796,-0.11614478,-0.20721674,-0.26281613,-0.16009731,0.46290604,-0.33548882,-0.382544,0.07611143,0.09165481,0.27879591,0.00869621,-0.11556286,0.04173745,0.26085531,0.41024489,0.12642324,0.27169508,0.70374028,0.30293685
0.251735366,0.494075045,0.014244919,0.037794213,0.584756068,0.179625635,0.11752502,-0.00158935414,0.0101429419,-0.14252887,-0.178916746,-0.0892908652,-0.193928295,0.0555382858,-0.355574804,-0.481667793,-0.152348926,0.185438595,0.281296752,0.385192514,0.347273564,0.149385385,0.24271824,-0.0127914573,-0.18031599,-0.104979367,-0.329187807,-0.344774266,-0.328083553,0.0609976661,-0.212613673,-0.494088362,-0.0944420364,0.206401617,0.833341998,-0.164809966,-0.226938132,-0.0837365985,-0.364348922,-0.098665485,0.0611870169,-0.528993387,-0.397229882,-0.285944417,0.210857131,-0.211064882,-0.0157740083,0.0282941796,0.17603944,-0.149006815,-0.201014515,0.0516965788,-0.201918451,-0.242572696,0.0737174434,-0.555630084,-0.458582441,-0.291063847,0.0754084929,-0.326631743,-0.192204863,-0.0391620764,0.230073573,0.502503068,0.0817638408,0.042466161,-0.339797834,-0.237896939,0.106819117,-0.0907963107,-0.33387388,-0.0850413006,-0.0453087969,-0.569654755,-0.208996253,0.175665116,0.639474651,0.383109622,0.122132321,-0.0942276698,0.0762657533,0.0738779228,-0.424046985,0.0795823115,-0.128166571,-0.438932378,-0.397667349,0.180458083,0.575101954,0.262218965,0.0325032036,-0.217601093,0.00407959635,-0.486098407,0.137927274,-0.344223441,-0.467929435,-0.34987613,0.15786188,-0.0295076177,-0.116828924,0.224606186,0.116019512,-0.0525876624,0.0111045792,-0.325683299,-0.451592057,-0.311745517,0.158098505,0.365450789,-0.0964086466,0.439931515,0.0115038584,0.460620141,0.113422703,0.317907575,-0.0562099644,0.0495371975,-0.251002004,0.0535520769,-0.0531076255,0.184098112,0.0630673151,0.254683836,0.223433918,0.228420421,0.381605439,0.46110137,-0.166932056,0.357053708,0.121675326,-0.290864169,0.240213183,0.492379255,0.186197807,0.244057283,0.0897222023,-0.338332733,0.244440528,-0.229301021,0.120090806,0.289928789,0.0973731644,0.128688202,0.0967249985,0.0873434334,-0.131535958,0.230943148,0.48082617,0.000528341477,0.240918854,0.386391458,0.196553779
0.16100925,0.27972673,-0.20404653,0.46313136,0.29451118,0.14804137,-0.49792918,-0.63280388,-0.52997357,-0.21533536,0.10788113,-0.39539216,0.05368183,-0.40629069,-0.04500324,-0.06933946,-0.78098744,0.09603697,0.33303723,0.45549931,-0.37698539,-0.50038288,-0.4427509,-0.3000987,0.17065894,0.3669356,-0.69940053,-0.5327693,-0.13520557,-0.02192512,0.31889267,-0.03028852,-0.1143364,0.12998043,-0.07536785,0.25307758,0.13014314,0.5583295,0.61474054,-0.239672,0.7911069,-0.51538865,0.10906887,-0.28012509,0.74952596,0.24644757,-0.50161031,0.19436773,0.0871933,-0.12913408,-0.21451664,-0.43080394,-0.56063824,-0.11574234,-0.36413031,-0.1589073,-0.07333958,0.40299369,-0.07092843,0.3458474,0.03194577,-0.52816877,0.12990635,0.81004391,0.47536233,0.27110812,-0.70480628,0.11002619,0.32552863,0.35350485,-0.18983483,0.29030737,-0.09861619,-0.48789761,-0.35002182,0.11764686,0.54248689,0.21941646,-0.61370241,-0.02703249,0.48817287,0.27221611,-0.33373275,0.09998071,-0.30016347,-0.54325312,-0.36917866,0.07948032,0.87311551,-0.28500997,0.36333173,0.10977752,0.55647645,-0.1962833,0.6934498,-0.05998494,-0.49253214,0.36705411,0.09640224,-0.11356827,0.58308645,-0.08375762,0.49724764,-0.14855486,0.74756517,0.00573692,-0.38957355,0.59031972,0.08687561,-0.17566609,-0.37321921,-0.13300449,-0.14467376,-0.21386775,0.00208424,0.42113237,0.54962769,0.09546606,-0.49064869,-0.10143731,-0.33767125,0.5353203,0.15459218,-0.37016335,0.26202945,0.08062528,0.2590831,0.30505413,-0.25442912,-0.10828045,0.20451676,-0.22018682,0.09298174,0.42383048,0.43345366,0.19490844,-0.28152698,0.19661025,0.09597764,0.00783522,0.36795825,0.3363923,-0.04156487,0.07098108,0.29993527,-0.28568704,0.42669456,0.02928451,0.21551753,0.07922015,0.06386703,0.31124262,0.07521109
0.48720479,0.6457187,-0.2086335,-0.36519814,0.54089907,-0.09216904,-0.32218156,-0.05194897,-0.0977417,-0.29146756,-0.01659575,0.10078997,-0.17895191,0.00683362,-0.18326672,-0.2951763,-0.13378943,0.40948755,0.06211158,-0.06433127,0.49813378,0.12648506,-0.26337608,-0.33584156,-0.09554798,-0.27332796,-0.19845138,-0.17205245,-0.41668299,0.13457834,0.05976985,-0.24530105,-0.20083617,0.59677289,0.82358604,0.0359051,0.46238661,0.03893381,-0.59296159,0.14327774,-0.34451104,-0.69278311,-0.4558138,-0.54847305,0.69737234,0.02804085,-0.1230439,0.23149209,0.37543772,-0.24158035,0.34430607,0.26572457,-0.54180105,0.05171039,-0.20780726,-0.56791376,-0.51676711,-0.4768695,0.54854367,0.10711383,-0.0624286,0.12849631,0.37987928,0.41172851,-0.24337294,-0.08636086,0.06036029,-0.33600384,-0.20561289,0.35162607,-0.33695118,0.29666937,-0.23178608,-0.58768299,-0.33724051,0.32184276,0.26388697,-0.18545365,0.18536186,-0.35972029,-0.38805556,0.08264709,-0.51931484,0.39182636,-0.03517945,-0.42511745,-0.30025493,0.19819212,0.45776031,0.0386357,0.0373275,0.03321839,-0.07485205,-0.16294339,0.0501608,-0.28444284,-0.35371674,-0.28157667,0.31570734,0.11616479,0.162292,0.42159764,0.4293796,0.47049516,-0.28768572,-0.45655321,-0.23696383,-0.15330419,0.09125433,-0.23700749,-0.19048859,-0.03765799,-0.19326702,0.37369585,-0.09726789,-0.05985763,0.25432234,0.09397651,0.40010745,0.05924218,0.48985436,-0.40100235,0.13939175,0.31450658,0.07550681,0.34858993,0.26370847,0.55167676,-0.717332,0.12204568,0.3477849,-0.32744178,0.35570155,0.39971016,-0.26810331,-0.26514348,-0.33876045,-0.31671513,0.3638813,-0.50805068,-0.12503539,0.30190331,0.06683912,0.26569018,-0.21061978,-0.37375507,0.19219726,0.27920968,0.61057594,0.00201881,0.2801062,0.38814146,0.28705264
0.43248835,0.61500141,-0.41811616,-0.36389947,0.49314944,-0.11799177,-0.21371189,-0.18265968,-0.07814674,-0.05695324,-0.14296703,0.19583859,-0.16018441,-0.2898434,-0.01345781,-0.22151922,-0.18281706,0.36091812,-0.23485947,-0.03558328,0.48465286,-0.07578839,-0.02966889,-0.0789373,-0.20429373,-0.19201576,-0.11630014,-0.04137792,-0.29423948,0.09164474,0.06232964,-0.24186004,-0.15931721,0.4164707,0.56070635,-0.1199297,0.57046726,0.45839663,0.0985805,-0.35362183,-0.1239805,-0.26860312,-0.51760988,-0.46251947,0.18393893,-0.32784845,-0.24967859,-0.26655777,0.33854676,-0.03281432,0.22779516,0.23877255,-0.06373708,-0.11152241,-0.11568018,-0.42370391,-0.26913291,-0.30701321,0.62306802,-0.20242084,-0.19924539,-0.12909062,0.40105723,0.45526382,0.06105408,-0.05748152,-0.06623073,-0.29243056,-0.42431937,0.38963326,-0.25071267,0.19573892,-0.1516321,-0.51607862,-0.35705492,0.43414811,0.70572757,0.37064454,-0.39633015,-0.4562264,-0.32547999,-0.0076146,-0.58589081,0.15125323,-0.47729214,-0.71128464,-0.61159122,0.35488178,0.72451999,-0.37660465,-0.44360914,-0.12645326,-0.22973247,-0.66954452,0.12614911,-0.59316525,-0.69424304,-0.577708,0.25894271,-0.23587204,-0.35471871,0.16405598,0.01198125,-0.24989521,0.01410075,-0.46828329,-0.38775961,-0.41582508,0.10395931,0.49268255,-0.09942886,0.21427029,0.42475912,0.02992699,0.07048266,0.22383289,0.44762047,0.09397385,0.05819002,-0.04659388,0.42788915,-0.16484711,0.18497453,0.42349959,0.44217993,0.26645718,-0.12823362,0.27169019,-0.31038998,0.49095711,0.57195544,0.0823053,0.33308776,0.50423979,0.02834123,-0.12636445,-0.18666248,-0.11816123,0.37036037,-0.08171043,0.27805084,0.5645484,0.4860388,0.24038646,-0.05128203,-0.13674352,0.07319809,0.33858055,0.75955663,0.37313,0.37375906,0.61912703,0.33186039
0.25324523,0.51715415,0.48105828,0.46265496,0.53923806,0.11615851,-0.01898473,-0.2945931,0.08366638,0.1265164,-0.52821415,-0.26536614,-0.45627382,0.53986795,-0.40547331,-0.20795955,-0.00154736,0.18141577,0.20576798,0.15886766,0.11697322,-0.07904639,0.11884644,-0.00331842,-0.15875547,-0.33056376,-0.20649598,-0.16469534,-0.37097027,0.12328499,-0.09922323,-0.35807063,-0.3872254,0.25336654,0.8948627,0.33246014,0.36196586,0.09763882,-0.40232786,0.1643704,0.11182187,-0.49189432,-0.17818917,-0.45153894,0.69112743,-0.23477019,-0.20273962,-0.01126975,0.27695948,0.24374107,0.25792871,0.15274166,-0.28159748,0.14647792,0.08573811,-0.52359314,-0.07508304,-0.34252483,0.75273037,-0.23361174,-0.22749662,0.04152255,0.28049538,0.62631936,0.29031738,-0.09182043,0.41878105,0.18604027,-0.25543028,-0.01552916,-0.55599154,0.4663335,-0.12962267,-0.39860585,-0.10614696,0.25322668,0.51359846,0.14270404,0.40911817,0.08717047,-0.17000104,0.26783496,-0.38335538,0.34471802,0.00219059,-0.43684393,-0.20852025,0.17728588,0.62170057,0.14937656,-0.24060399,0.10387675,0.25276077,-0.31112371,0.18740269,-0.07768669,-0.70316692,-0.43888412,0.18416639,-0.12740774,-0.37846722,0.44926805,0.41200739,0.27461337,-0.16918978,0.01492655,-0.42868843,-0.28389978,0.08626398,0.40610792,-0.1856457,0.28504747,-0.22506704,0.28728069,-0.00761729,-0.23968298,0.02186567,0.09079232,-0.13872348,0.06577456,-0.0280829,0.15574691,-0.2019588,0.21820849,0.30987032,0.24902146,0.18784165,0.34775664,-0.51805228,0.17586549,0.10865902,-0.30001941,0.29552435,0.38170134,-0.03187367,0.17774074,-0.37488323,-0.26153623,0.24625511,-0.40652206,0.14323747,0.3616517,0.34274286,0.24270956,-0.25183565,-0.26385757,0.17982194,0.20174164,0.23087307,-0.00195233,0.22852573,0.5445512,0.23735542
0.25711847,0.43749586,-0.1836471,-0.14603387,0.35868721,0.00224667,-0.01338472,-0.0270703,0.03682407,0.04561629,-0.11315379,0.14862779,-0.13173729,0.10135908,-0.13636233,-0.29023464,-0.00366744,0.27132155,0.44761695,0.48870603,0.21158183,0.20818984,0.09584703,-0.16574123,0.07658654,0.01349631,-0.27372542,-0.19254939,-0.41408543,0.53553029,0.09175825,-0.20073372,0.08248875,0.26111509,0.75136169,0.09939389,0.35723404,-0.02937484,-0.43979462,0.10629982,-0.00873993,-0.45436262,-0.42479881,-0.4110162,0.50358747,0.28181309,0.09840013,0.14952547,0.19276232,-0.08136511,0.29885292,0.26678318,-0.15498327,0.01107421,-0.02927582,-0.34359046,-0.28094748,-0.4071542,0.46536308,0.1344005,-0.07659876,0.03664539,0.23612918,0.70432565,-0.02063623,-0.1270618,0.12977363,-0.23473415,-0.24460881,0.30215406,-0.24269227,0.151955,-0.13457495,-0.29941561,-0.13519704,0.20213425,0.1980202,-0.07713652,-0.02870686,-0.2361156,-0.27898735,0.22334705,-0.40765039,0.19533099,-0.16740561,-0.27278499,-0.26122584,0.20836225,0.48665374,-0.39257635,0.0639584,-0.11669593,0.17618009,-0.38194027,0.31497853,-0.46199973,-0.5902439,-0.49220395,0.2033729,-0.26416085,-0.19544165,0.23679903,0.43173729,0.36769249,-0.05160548,-0.5673743,-0.59418513,-0.2848108,0.07345584,-0.0818176,-0.12071531,-0.13336865,-0.03120207,0.0657889,0.22534496,0.23049477,0.41888413,0.07855077,-0.12092475,-0.31725707,-0.17207728,0.12780294,0.09047606,0.20737525,0.1597338,0.21526475,0.1771311,0.3457871,-0.35535497,0.09782727,0.23253361,-0.23275647,0.23837755,0.33569775,-0.16705935,-0.30713088,-0.54641361,-0.47182711,0.22211214,-0.38664495,-0.08942314,-0.01597678,0.08374209,0.1773567,-0.04485701,-0.29817499,0.10637205,0.18084753,0.59942409,0.19077703,0.27486398,0.44815653,0.20392845
0.39452199,0.44168165,-0.03797662,-0.04790747,0.59049366,-0.10093027,0.11663768,0.18089059,-0.01696769,-0.29331099,-0.00425869,0.0078598,-0.31004254,0.06965068,0.00586153,-0.32056932,-0.24889132,0.51718505,-0.05276199,-0.08838817,-0.15761555,-0.45521091,-0.02418622,0.19198108,-0.37412928,-0.19179464,0.36805942,-0.28506711,0.07483248,-0.22770192,0.25392666,-0.01758431,-0.16237996,0.3555233,0.70635537,-0.00252286,0.47673196,0.33941973,-0.3445915,-0.08073299,-0.26697193,-0.38382575,-0.28476535,-0.54858708,-0.03592722,-0.06827564,-0.26247989,-0.2838506,0.33439686,0.06979213,0.3107959,0.31542762,-0.32054541,-0.04712007,-0.0621576,-0.51666702,-0.0979749,-0.43625193,0.07480486,-0.09771729,-0.28592356,-0.28806625,0.49228344,0.43354742,0.25090225,0.08612419,0.25258003,-0.31495505,-0.28378677,0.47613427,-0.35885993,0.13060607,-0.09483782,-0.52360649,-0.29794011,0.43860206,0.60555921,-0.0442919,0.07022102,-0.33907688,-0.43379824,0.18283406,-0.46566015,0.0385107,-0.25472659,-0.46142684,-0.3944034,0.3078136,0.37688754,-0.22851383,-0.46050036,-0.10830159,-0.06053723,-0.39111433,0.06548272,-0.30625613,-0.53692878,-0.52990793,0.35062466,-0.3315485,-0.29098967,0.41812311,0.28252201,0.46550414,-0.01850617,-0.33444277,-0.45895196,-0.27821631,0.15126018,0.11753681,-0.43145441,0.25144046,-0.23455919,0.5614023,-0.02227218,-0.02004372,0.45893214,0.10217564,-0.12893814,-0.04481619,0.22575596,-0.10219674,0.17235449,0.48977066,0.52600671,0.40722779,-0.14952982,0.46645024,-0.23182454,0.19905159,0.25699129,-0.09931922,0.47203492,0.4352601,0.01446634,-0.26798733,-0.5292753,-0.18582524,0.48566087,-0.29007036,-0.16029996,0.05368422,0.10220493,0.31763485,-0.1185468,-0.12677872,0.27216952,0.32359593,0.51904459,0.11859644,0.40363895,0.55966939,0.34835572
0.27080562,0.5449627,0.01576971,-0.36280338,0.56378838,0.12253448,-0.50499679,-0.37581508,0.23050388,-0.07146866,-0.18387004,0.09690245,-0.0448759,0.28446529,0.3911369,0.06520538,0.20572862,0.22769015,0.08462121,-0.20698004,0.52855452,0.15054233,-0.42660886,-0.30613969,0.17537934,-0.11697182,0.0301366,-0.01983118,-0.29300468,0.23789382,0.23431665,0.00391843,0.01809709,0.18883922,0.45387365,0.01395417,0.40519473,0.29690409,0.0320322,0.24427361,0.05860765,-0.51251106,-0.24054286,-0.24456673,0.20723854,0.28784364,-0.09933898,0.11083118,0.13406626,-0.37991797,-0.00832641,0.41659745,-0.06909271,-0.07539253,-0.09507607,-0.01958382,-0.51761705,-0.46975004,-0.12087585,-0.20651404,0.03313585,-0.20207201,0.18954154,0.50815997,-0.3512505,-0.37955102,0.15991529,-0.0764442,-0.04703545,0.31042447,-0.13066463,0.08623877,0.25013195,-0.15468671,-0.22387718,0.18512907,0.28833155,0.06453883,-0.11941282,0.12533854,-0.41096321,0.0974909,-0.23743297,-0.07390859,-0.12431988,-0.50985521,-0.27708717,0.10804669,0.55518158,-0.238771,0.08561557,-0.19058963,-0.19932139,-0.22198109,-0.15514851,-0.31079508,-0.39248831,-0.23884897,0.1291085,-0.21717726,0.43754917,-0.27290109,0.23413336,0.20539146,0.0291844,-0.21353915,-0.45484732,0.17146159,0.06109022,-0.21036316,-0.12577409,0.06436346,0.14473982,0.48712995,0.56347354,0.33847617,0.38513185,0.11462157,-0.43878367,0.01668763,0.0383921,0.11463589,-0.23183736,-0.58356641,0.19402971,0.15676963,-0.03435806,0.02276344,-0.35007446,-0.12359394,0.41247853,-0.45281622,0.16186277,0.61861633,-0.05041994,0.10151711,-0.13197954,0.05052255,0.13185192,-0.14821383,0.20333873,0.21295972,0.2056243,0.2381043,0.5232674,0.13759273,0.59870088,0.17322216,0.44500436,0.34629937,0.14850411,0.13227652,0.15164313
